,time,coordinate,text
12088,2015-02-24 10:58:03 -0800,nan,@AmericanAir Trying desperately to get my boyfriend booked on the same US Airways flight as myself for the same price. Can you help?
12089,2015-02-24 10:57:53 -0800,nan,"@AmericanAir yes yes yes,so glad to be headed home!"
12090,2015-02-24 10:55:32 -0800,nan,@AmericanAir don't worry. I'll be sending a letter with what I expect from you for compensation. I fly twice a week w/you guys...for now
12091,2015-02-24 10:55:13 -0800,nan,@AmericanAir thanks!!
12092,2015-02-24 10:54:36 -0800,nan,@AmericanAir thanks keep me updated just hope I make either of my connections to Killeen Tx
12093,2015-02-24 10:53:55 -0800,nan,@AmericanAir I have been on hold w/customer service line for 68 minutes.  This after I was on phone with an agent for 35 min b/f call droped
12094,2015-02-24 10:52:19 -0800,nan,@AmericanAir I tried to book a rwrd and was told I couldnt. Bought tix on USAir (now AA-no choice) didn't bother to + AAdv# with this svc...
12095,2015-02-24 10:45:39 -0800,nan,@AmericanAir did you know that suicide is the second leading cause of death among teens 10-24?
12096,2015-02-24 10:42:33 -0800,nan,@AmericanAir narrowly made standby...lots of snags this trip!
12097,2015-02-24 10:41:19 -0800,"[32.82813261, -97.25115941]",@AmericanAir @pbpinftworth iPhone 6 64GB (not 6 plus)
12098,2015-02-24 10:37:27 -0800,nan,"@AmericanAir i ordered it as i always do. But on a 9hour flight delayed for 4 hours, it was worse than ever before when you forgot my meal."
12099,2015-02-24 10:36:22 -0800,nan,@AmericanAir thanks so much!
12100,2015-02-24 10:33:57 -0800,nan,"@AmericanAir @RobertDwyer AA doesnt charge any fees to change award tickets as long as the origin, destination &amp; award type remains the same"
12101,2015-02-24 10:33:06 -0800,nan,@AmericanAir I need a flight out tonight. Isn't there anything else?
12102,2015-02-24 10:33:05 -0800,nan,@AmericanAir thank you for the confirmation.
12103,2015-02-24 10:32:38 -0800,nan,"@AmericanAir spent $8 for the choppiest feed of ""Whiplash"" ever. #americanairlinesfail #iwantmymoneyback"
12104,2015-02-24 10:31:54 -0800,nan,@AmericanAir OK I will call them likely tmrw UK time to question the process getting the change charge reversed due to a bereavement
12105,2015-02-24 10:28:08 -0800,nan,@AmericanAir - Please find my bag!! In Singapore for three days already without my bag. Last known destination LAX Tag: 580815 Please help.
12106,2015-02-24 10:27:02 -0800,nan,@AmericanAir “Inconvenient” is such a convenient word.
12107,2015-02-24 10:24:56 -0800,nan,"@AmericanAir
 Your response could have made all the difference. It could have made the situation better. NO TRUST...GET LOST like my bag."
12108,2015-02-24 10:24:29 -0800,nan,"@AmericanAir delayed on the way to Puerto Rico and delayed on the way back to New York, this is disgraceful"
12109,2015-02-24 10:22:49 -0800,nan,"@AmericanAir That's ok...You may keep my $25 and lose my bag with no info, but you no longer have my trust. Bad way to handle this."
12110,2015-02-24 10:22:23 -0800,nan,@AmericanAir come on I just want to go home I can't miss another day of work #stuckinmemphis #texasisclosed
12111,2015-02-24 10:20:55 -0800,nan,@AmericanAir Here is the photo ;) http://t.co/VMqUURZUpW
12112,2015-02-24 10:19:13 -0800,"[0.0, 0.0]",@AmericanAir you guys are killing me. http://t.co/22iPGeIcSm
12113,2015-02-24 10:11:21 -0800,nan,@AmericanAir Aww cool! It's nice to know they are still up above my head then. One of my faves.
12114,2015-02-24 10:10:33 -0800,nan,@AmericanAir what's the status of flight 1357 out of sju?
12115,2015-02-24 10:09:50 -0800,"[0.0, 0.0]","@AmericanAir Would love to DM you, but my Twitter app says you're not following me and I can't."
12116,2015-02-24 10:09:09 -0800,nan,"@AmericanAir Its not that I wasn't offered ""perks"" by @USAirways.  I ASKED and was told, ""NO."" #thenewamerican"
12117,2015-02-24 10:08:08 -0800,"[40.69017276, -73.91646118]",@AmericanAir good care of their customers if anything happen to then take you @Delta  for getting me back to NYC !! Screw you @AmericanAir
12118,2015-02-24 10:07:20 -0800,"[40.68994668, -73.91637642]",@AmericanAir cost me over 200 dollars because flight was Cancelled Flightled and couldn't even give me a food comp!! Fly @JetBlue @Delta they take
12119,2015-02-24 10:06:06 -0800,"[40.69002464, -73.91638072]",@AmericanAir they will just say dumb things to beat around the bush ! If you're flight Cancelled Flightled be prepared for no compassion from them
12120,2015-02-24 10:05:10 -0800,nan,@americanair Yes to the iOS. I'm running iOS 8.1.3
12121,2015-02-24 10:04:57 -0800,"[40.68996177, -73.91640136]",@AmericanAir worst company ever please do not fly with them I repeat please do not fly !! They will not credit you if you're delayed
12122,2015-02-24 10:02:11 -0800,nan,"@AmericanAir continues to win: I've never missed a flight before, but a nice little quiet gate change made it possible. Sheesh."
12123,2015-02-24 10:01:50 -0800,nan,@AmericanAir - keeping AA up in the Air! My crew chief cousin Alex Espinosa in DFW! http://t.co/0HXLNvZknP
12124,2015-02-24 09:59:48 -0800,nan,"@AmericanAir lost my cats, missed their flights, kept them crated 30 hrs for a  would-be 5 hr trip. You'll never touch my pets again."
12125,2015-02-24 09:59:24 -0800,nan,@AmericanAir don't worry you won't steal my money again
12126,2015-02-24 09:58:54 -0800,nan,@AmericanAir why am I continually getting put on hold by painfully inexperienced people when calling your Platinum desk?!
12127,2015-02-24 09:57:52 -0800,nan,@AmericanAir pretty lame response to a two paged single spaced letter http://t.co/aCebo6ELPa
12128,2015-02-24 09:56:02 -0800,nan,"@AmericanAir 
It's not what happens to us that matters...It's our response that matters. Way to drop the ball AA."
12129,2015-02-24 09:55:02 -0800,nan,"@AmericanAir I am looking for help on USAirways award travel booked for wife and two boys, no seats assigned."
12130,2015-02-24 09:54:34 -0800,nan,@AmericanAir @Clarkey_19 we done it with 1 truck... No biggie 😄
12131,2015-02-24 09:54:34 -0800,nan,@AmericanAir and @iTunesMusic have put me in bad mood. I haven't been this angry since Spagnuolo coached the #Rams
12132,2015-02-24 09:53:32 -0800,nan,@AmericanAir AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in. I slept in an airport for a night-_-
12133,2015-02-24 09:52:55 -0800,nan,"@AmericanAir flight 1181 out of Vegas to DFW. Cancelled Flightled Sunday and Monday, no whammie today!"
12134,2015-02-24 09:50:39 -0800,nan,"@AmericanAir ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN"
12135,2015-02-24 09:49:31 -0800,nan,@AmericanAir These birds could fly to South America for example #Argentina
12136,2015-02-24 09:48:56 -0800,nan,@AmericanAir my flight 386 from Jacksonville fl to Dallas is showing Cancelled Flightled. What is going on?  Am I rebooked on another flight?
12137,2015-02-24 09:48:31 -0800,nan,"@AmericanAir great, thanks!"
12138,2015-02-24 09:48:12 -0800,nan,@AmericanAir awesome. Thanks!
12139,2015-02-24 09:47:32 -0800,nan,@AmericanAir my flight 386 to Dallas from Jacksonville fl has been Cancelled Flightled. No one has notified me. What's going on?
12140,2015-02-24 09:47:16 -0800,nan,@AmericanAir extremely upset that your baggage handlers decide to go in my luggage and take my belongings
12141,2015-02-24 09:46:38 -0800,nan,"@AmericanAir flight 65 delayed over 4 hours on 2/22, had no GF meals despite my early request, attendant seat fell on my leg #badservice"
12142,2015-02-24 09:37:51 -0800,nan,"@AmericanAir but, what I can always rely on when I fly USAir or American is that employees will be rude and unhappy."
12143,2015-02-24 09:37:47 -0800,nan,@AmericanAir robocalls me with another Cancelled Flightation. And then when I don’t accept the change it won’t let me connect to an agent. Just wow.
12144,2015-02-24 09:37:06 -0800,nan,"@AmericanAir said that AA does not provide in-flight wifi on the routes to China based on some federal laws, but United does, why is that?"
12145,2015-02-24 09:36:55 -0800,nan,"@AmericanAir Right. But more than two hours Late Flight, and it seems due to poor communication, which sounded like it was annoying on-plane staff"
12146,2015-02-24 09:36:01 -0800,nan,@AmericanAir I'm not sure what happened to my USAirways status when the merger took place.
12147,2015-02-24 09:35:54 -0800,nan,@AmericanAir can u help rebook passenger via Twitter/DM.  Been on hold for 1.5 hours. Thanks!
12148,2015-02-24 09:35:03 -0800,nan,"@AmericanAir I'd like to apologize to the gate agent for flight AA76, I was not aware that zone 1 was after the nine other precious gems."
12149,2015-02-24 09:34:40 -0800,nan,@AmericanAir my key point of confusion is whether I can make this change even though the initial Flight Booking Problems was on US Airways metal?
12150,2015-02-24 09:34:17 -0800,nan,@AmericanAir origin/destination/dates are the same. Going from US Airways connecting flight to AA direct flight. Award is saver level.
12151,2015-02-24 09:33:57 -0800,nan,@AmericanAir When will the old 777-200 fly ORD-PVG get upgraded?
12152,2015-02-24 09:33:41 -0800,nan,@AmericanAir I know. Just a little cold weather humor. :)
12153,2015-02-24 09:33:24 -0800,nan,@AmericanAir None of the #LAX flights into #DFW have been Cancelled Flightled. Those landing before and after ours are fine. Completely arbitrary.
12154,2015-02-24 09:33:08 -0800,nan,@AmericanAir that doesn't really answer my question. Maybe if I provide more details you can give me clarification...
12155,2015-02-24 09:32:12 -0800,nan,@AmericanAir this delayed bag was for my friend Lisa Pafe. She got her bag after 3 days in Costa Rica. Issue no updates on your system.
12156,2015-02-24 09:28:46 -0800,nan,@AmericanAir thanks!
12157,2015-02-24 09:27:28 -0800,nan,@AmericanAir Aww Thanks AA..DFW was on GMA up here this AM..so i understand ..Btw A.A is my Airline when im able to trv..Love you guys.:)
12158,2015-02-24 09:27:02 -0800,nan,@AmericanAir These are some awesome photos. Thanks for sharing! 😁
12159,2015-02-24 09:23:44 -0800,"[0.0, 0.0]","@americanair new plane, #gogo, easy power for laptop, iPhone, just missing a good boat-style swivel cup holder for my #dietcoke #happyflier"
12160,2015-02-24 09:21:10 -0800,nan,@AmericanAir how about some rampers at gate b40 dfw?   Waiting to be marshaled in
12161,2015-02-24 09:20:55 -0800,nan,@AmericanAir You Cancelled Flight my flight and there’s no way to rebook on the website or app? I have to wait 35 minutes on hold? #fail cc @Delta
12162,2015-02-24 09:20:19 -0800,nan,@AmericanAir I thought all those planes were retired? #MD80
12163,2015-02-24 09:19:51 -0800,nan,Just got off the phone @AmericanAir customer service. Only 8 minutes to get my issue resoled. You guys are awesome.
12164,2015-02-24 09:19:50 -0800,nan,@AmericanAir thanks for the info Is there a number I can call to speak to a person? It's going to take an hour to type it out
12165,2015-02-24 09:18:33 -0800,nan,"@AmericanAir we are off to Kax premium.  Hoping this flight is better food, TV now I know how to work it and service. Tnx"
12166,2015-02-24 09:18:10 -0800,nan,@AmericanAir @beantownmatty Sounds like a date!
12167,2015-02-24 09:17:47 -0800,nan,@AmericanAir I'm frustrated by all of the @USAirways attitude toward #ExecPlat members. #thenewamerican
12168,2015-02-24 09:15:23 -0800,nan,@AmericanAir another day another grievance with this airline. No customer service
12169,2015-02-24 09:15:22 -0800,nan,"@AmericanAir You've misunderstood. @USAirways WOULD NOT do a same day flight change for me. The gate agent said, ""NO."""
12170,2015-02-24 09:14:53 -0800,nan,@AmericanAir Flight 35. I'm on my way.
12171,2015-02-24 09:14:03 -0800,nan,@AmericanAir car accident on my way to the airport. Missed flight from rno to dca. Trying to resched but your line has 2 hr wait
12172,2015-02-24 09:14:01 -0800,nan,@AmericanAir Thanks so much!
12173,2015-02-24 09:12:27 -0800,nan,"“@AmericanAir: We hope you enjoy the #WinterWeather and brought your warm coat and gloves, Maria!” Yup! New beanie http://t.co/AnEqXZR4bp"
12174,2015-02-24 09:11:24 -0800,nan,@AmericanAir @lpalumbo what weather sun is out
12175,2015-02-24 09:10:50 -0800,nan,@AmericanAir so you fail again flight to rdu sitting waiting on flight attendants. your logistics are not good
12176,2015-02-24 09:09:26 -0800,nan,@AmericanAir any idea on what the wait time is for refunds from @USAirways? I was told a few days over the phone - but it's well past that.
12177,2015-02-24 09:07:49 -0800,nan,@AmericanAir I was happy to purchase the upgrade. If only it was avail on my next flight.
12178,2015-02-24 09:06:55 -0800,nan,@AmericanAir It is now going to be reported to the police due to the sexual assult sad that you didn't care
12179,2015-02-24 09:06:01 -0800,nan,@AmericanAir 4th flight rebooked to is NOT Cancelled Flighted! Woo-hoo. Going to make it to @LaGuardiaAir
12180,2015-02-24 09:05:38 -0800,nan,@AmericanAir my flight to DFW from LIT on my way to PDX tomorrow was Cancelled Flighted. Can you help me?
12181,2015-02-24 09:03:57 -0800,nan,@AmericanAir The issue is the lack of consideration of an announcement made so Late Flight when the gate agent had been there for over an hour.
12182,2015-02-24 09:02:47 -0800,nan,@AmericanAir I understand. But why is this the only flight of the day not going out? Twice?! I'm now out of extra meds and diapers for baby.
12183,2015-02-24 09:02:43 -0800,nan,@americanair I sure do. I'm running version 3.10.0
12184,2015-02-24 09:02:36 -0800,nan,@AmericanAir you could train your flight attendants to have some manners and decency
12185,2015-02-24 09:01:31 -0800,nan,@AmericanAir change fee = same price of new ticket... Not logical
12186,2015-02-24 09:01:19 -0800,nan,@AmericanAir Nice to read it! Thank you very much!
12187,2015-02-24 09:00:38 -0800,nan,@AmericanAir we have been advised to turn this issue over to the police due to the sexual assult THANK YOU FOR ALLOWING THAT ON YOUR PLANE!
12188,2015-02-24 09:00:31 -0800,nan,@AmericanAir Fuck you.
12189,2015-02-24 08:58:13 -0800,nan,"@AmericanAir 
Not giving you a hard time...Just looking for basic customer service after AA lost my bag. ETA on it's return, please????????"
12190,2015-02-24 08:57:19 -0800,nan,@AmericanAir I bet they do! I'm sure they have some form of wear and tear on their skin. I hope they will survive the rest of the winter xxx
12191,2015-02-24 08:56:04 -0800,nan,@AmericanAir @dfwairport me too!!  LOVE LIVING SO CLOSE SO I ALWAYS HAVE GREAT VIEWS!
12192,2015-02-24 08:55:54 -0800,nan,@AmericanAir Thanks!
12193,2015-02-24 08:55:10 -0800,nan,@americanair Can someone contact me about my awful experience with american airlines this weekend
12194,2015-02-24 08:54:54 -0800,nan,"@AmericanAir actually, online indicates the only seating available is at a premium cost..why not allow seat selection at time of purchase"
12195,2015-02-24 08:53:37 -0800,nan,"@AmericanAir your definition and mine of 10 min is vastly different. I understand the need to get off the plane for maint, but be honest."
12196,2015-02-24 08:52:13 -0800,nan,@AmericanAir @dfwairport you 2 together are the best part of flying!
12197,2015-02-24 08:51:23 -0800,nan,"@AmericanAir @dfwairport Guys, let it go. http://t.co/vOxcghciJi"
12198,2015-02-24 08:51:09 -0800,nan,@AmericanAir Is there a way to add my AA number to an itinerary that doesn't involve sitting on hold for 1.5 hours?
12199,2015-02-24 08:50:38 -0800,nan,@AmericanAir I can hardly believe it! Bundle up and stay warm! 😉
12200,2015-02-24 08:49:09 -0800,nan,@AmericanAir You're right. Someone is up to something...
12201,2015-02-24 08:49:05 -0800,nan,@AmericanAir the flight is not going to make the connection to #MEX #AA2444
12202,2015-02-24 08:48:30 -0800,nan,@AmericanAir Thanks for sharing these photos! Round of applause for your crews! We appreciate all their hard work.
12203,2015-02-24 08:48:00 -0800,nan,@AmericanAir can I get a free ticket to Hawaii for being fabulous
12204,2015-02-24 08:47:56 -0800,nan,"@AmericanAir 1-the lavatory freezes, 2- problem with a nitrogen line 3-a low tire with the inflating equipment malfunctioning #AA2444 and..."
12205,2015-02-24 08:47:46 -0800,nan,"@AmericanAir i want to change my flight for next week, they will still charge me. Waiting for fligt status"
12206,2015-02-24 08:47:23 -0800,nan,"@AmericanAir @dfwairport That's DFW!? OMG! Yeah cold, everywhere!"
12207,2015-02-24 08:46:15 -0800,nan,@AmericanAir great customer service thanks
12208,2015-02-24 08:45:43 -0800,nan,"@AmericanAir When Flight Booking Problems an int'l flight online, do I have to provide a passport number when Flight Booking Problems or just when I arrive at airport?"
12209,2015-02-24 08:44:30 -0800,nan,@AmericanAir yes they do http://t.co/wCSAZZQPae
12210,2015-02-24 08:42:36 -0800,nan,@AmericanAir hook me up with a free trip to Barbados and I will tell you the secret beaches to see
12211,2015-02-24 08:40:57 -0800,nan,"@AmericanAir why did flight 1636 get Cancelled Flightled? Waiting for a rep to rebook, but wondering if there will be other issues getting out."
12212,2015-02-24 08:40:53 -0800,nan,@AmericanAir  we are going to the police dept due to the sexual assult that your stewardess allowed to occur and your lack of concern
12213,2015-02-24 08:38:34 -0800,nan,@AmericanAir Thank you for responding so quickly to my tweets I do appreciate that.
12214,2015-02-24 08:38:11 -0800,nan,@AmericanAir I am trying to change the time of a flight I already purchased and was told I have to pay a $400 change fee. Ridiculous.
12215,2015-02-24 08:37:57 -0800,nan,@AmericanAir please email me at temorris2010@hotmail.com. willing to discuss my experience &amp; give another try would like to speak directly
12216,2015-02-24 08:37:50 -0800,nan,"@AmericanAir if my flight gets Cancelled Flightled i should be able to reschedule to any date i want, not the next day or 2 days after"
12217,2015-02-24 08:37:18 -0800,nan,@AmericanAir since you don't care about what happens to your passengers on your planes we will now be contacting the Police Dept
12218,2015-02-24 08:35:28 -0800,nan,@AmericanAir why are @USAirways gold forced to pay for an upgrade? Open seats in 1st and not offered to Gold/Sapphire
12219,2015-02-24 08:31:22 -0800,nan,“@AmericanAir: Bet these birds wish they'd flown south for the #winter... http://t.co/tY9C0Gae2o” Lol
12220,2015-02-24 08:30:44 -0800,nan,"@AmericanAir 
I still think American Airlines is great...I would just like to be treated better. Loyal customers first, right?"
12221,2015-02-24 08:30:35 -0800,nan,@AmericanAir if I could fly an md80/dc10 I would be so happy I live that plane so much md80 is love md80 is life.
12222,2015-02-24 08:30:05 -0800,nan,@ods1819 aren't you glad this isn't you RT @AmericanAir: Bet these birds wish they'd flown south for the #winter... http://t.co/HEpkNpuzwU
12223,2015-02-24 08:27:13 -0800,nan,@AmericanAir second pic from CDG?
12224,2015-02-24 08:26:59 -0800,nan,@AmericanAir I'm sure all these birds will be in warmer weather soon.
12225,2015-02-24 08:26:25 -0800,nan,"@AmericanAir It's been 3 weeks and no reply from customer relations yet.  Running out of time, please help.  request: 1-2888155964    thanks"
12226,2015-02-24 08:25:30 -0800,nan,@AmericanAir This is very true. Another reason why we stay South in the Winter months of travel http://t.co/fgJbex480D
12227,2015-02-24 08:25:10 -0800,nan,"@AmericanAir Would have had to fly real far south, huh? #WinterWeather #Brrr"
12228,2015-02-24 08:24:46 -0800,nan,@AmericanAir um. down south has snow too #ATL
12229,2015-02-24 08:24:21 -0800,nan,@AmericanAir I'm sure they did. It's certainly chilly back East today! 😮
12230,2015-02-24 08:23:15 -0800,nan,@AmericanAir Any reason why my 1463 flight to Chicago is boarding and I still don't have a seat assignment? Seriously?
12231,2015-02-24 08:22:20 -0800,nan,"@AmericanAir @USAirways if this is how your merger is going to go, you fail! Huge probls w/comm on DFW storm. Cxld rtrn flts. NOT COOL!!!"
12232,2015-02-24 08:21:58 -0800,nan,@AmericanAir why does it feel like I'm being nickeled and dime to enjoy a flight with AA? I purchased a tkt but have to pay extra for a seat
12233,2015-02-24 08:21:39 -0800,nan,@AmericanAir Flight 2559 it's been delayed every hour since 8:55 am.
12234,2015-02-24 08:20:03 -0800,nan,@AmericanAir do you still use DC9's?
12235,2015-02-24 08:16:49 -0800,nan,Happy #TT to my friends @AmericanAir . Hope the weather isn't causing you too many headaches.
12236,2015-02-24 08:16:04 -0800,nan,"@AmericanAir if I've booked an AA award on USAir metal, and space opens up on AA metal, can I change to the AA flight without fees?"
12237,2015-02-24 08:15:45 -0800,nan,@AmericanAir well have all day and all the time in the world
12238,2015-02-24 08:13:29 -0800,nan,@AmericanAir Can't unload flight #3322 because jetway is broken.  #steps #planB? #waiting nearly an hour
12239,2015-02-24 08:11:34 -0800,nan,"@AmericanAir I'd love to take my seat, but it appears as though someone already has.  #disappointed #upgrademe #wtf http://t.co/9Gx5mMmubb"
12240,2015-02-24 08:11:01 -0800,nan,"@AmericanAir if i want to change my flight due to weather conditions in Dallas this weekend, i should be able to cover change fee with miles"
12241,2015-02-24 08:10:12 -0800,nan,@AmericanAir Are you expecting delays/Cancelled Flightlations at Dallas on 25/26th due to the snow? Nothing like Monday I hope!
12242,2015-02-24 08:10:00 -0800,nan,"@AmericanAir just look at RDU airport. please think about the safety of your passengers. we cant get to RDU safely!

http://t.co/wDyEkVB1Ze"
12243,2015-02-24 08:08:27 -0800,nan,@AmericanAir Please explain why it costs almost the same price of a full roundtrip fair to only change the departure time of a flight?
12244,2015-02-24 08:08:23 -0800,nan,@AmericanAir The flight was delayed 5 times. Spent almost 40min on the tarmac. I'll reconsider my future flight options.
12245,2015-02-24 08:08:09 -0800,nan,@AmericanAir oh it's nothing my issue was already resolved and I am in the air
12246,2015-02-24 08:04:17 -0800,nan,@AmericanAir Filled out a baggage claim over the phone last night. Check the status to discover the rep confused Arkansas for Alaska 😒
12247,2015-02-24 08:03:12 -0800,nan,@AmericanAir I need an answer why we can't get into Wichita Falls.
12248,2015-02-24 08:02:29 -0800,nan,@AmericanAir #AmericanAirlines says most bags left in Miami have been returned following mechanical glitch &gt;&gt; http://t.co/Ib8kyjBCJM
12249,2015-02-24 08:00:02 -0800,nan,@AmericanAir I need refund.
12250,2015-02-24 07:59:01 -0800,nan,"@AmericanAir really needs to get a a clue and start treating people like humans, not animals.  #americandairlinesSUCKS"
12251,2015-02-24 07:58:21 -0800,nan,@AmericanAir why is raleigh not on the updated southern states advisory???
12252,2015-02-24 07:56:33 -0800,nan,@AmericanAir hi we have lost and found solution we want to offer for free to assist with contacting people when items are found
12253,2015-02-24 07:55:16 -0800,nan,@AmericanAir and it's not a inconvenience it is a disaster. It's A $500 phone bill from you that you refuse to pay
12254,2015-02-24 07:55:04 -0800,nan,@AmericanAir have your experts seen this? this is right at RDU airport. http://t.co/mPliO6DYgn
12255,2015-02-24 07:54:41 -0800,nan,"@AmericanAir stop sending me back to ""customer relations ""I have hand written a letter to them, send in a letter, called them, no help!!"
12256,2015-02-24 07:54:17 -0800,nan,@AmericanAir Is large Wichita Falls Airport not receiving any arrivals? I have called and no one answers. I been waiting for 1 day
12257,2015-02-24 07:53:45 -0800,nan,"@AmericanAir 
Can you tell me what that means? I work and just need an estimated time of arrival please? I need my laptop for work. Thanks"
12258,2015-02-24 07:50:55 -0800,"[32.8968169, -97.0618222]",@AmericanAir Waiting an hour now for a pilot AA3688. Is there a pilot in the house at DFW?
12259,2015-02-24 07:50:35 -0800,nan,@AmericanAir Kudos to the captain and crew for handling fustrated people while dealing with the preventable issues and shortcomings by maint
12260,2015-02-24 07:50:34 -0800,"[28.02034806, -82.52234293]",@AmericanAir do you offer group pricing discounts by any chance?
12261,2015-02-24 07:49:28 -0800,nan,@AmericanAir now I understand!!
12262,2015-02-24 07:48:48 -0800,nan,@AmericanAir Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate w/companies forU!
12263,2015-02-24 07:47:38 -0800,nan,"@AmericanAir I guess that is your way of saying thanks for sharing but I can't help you, Good Luck. Happy Birthday to me. Ugh"
12264,2015-02-24 07:45:31 -0800,nan,"@AmericanAir Lots of upset people, freezing terminal, and no gate agent. Kept us waiting on plane beyond allowable time length."
12265,2015-02-24 07:44:55 -0800,nan,@AmericanAir The pilot admitted to us that this delay is entirely because of AA incompetence and poor equip checks.
12266,2015-02-24 07:44:21 -0800,nan,@AmericanAir fly my child
12267,2015-02-24 07:44:16 -0800,nan,@AmericanAir Yes I am. 2495/1170. RNO departure at 1229 on 2/25 w/connection at DFW to LGA. I can do the 1120am to LAX and then to JFK
12268,2015-02-24 07:43:52 -0800,nan,@AmericanAir How are you going to compensate all of whose days/plans have been ruined because of the AA3490 delay/pending Cancelled Flightlation?
12269,2015-02-24 07:42:47 -0800,"[40.78476286, -73.97029561]",@AmericanAir Lost and Found is like talking to a hormonal teenager who refuses to talk to you. #useless #wastedeffort #FAIL
12270,2015-02-24 07:41:37 -0800,nan,@AmericanAir Oh they seem  to have reappeared now lol
12271,2015-02-24 07:40:29 -0800,nan,@AmericanAir and then wanted to change it to BA for Avios.
12272,2015-02-24 07:40:15 -0800,nan,@AmericanAir Oh that seems to have undone the seat selections in MCE. We only wanted the CX card on there to select the free seats
12273,2015-02-24 07:40:06 -0800,nan,"@AmericanAir To announce DURING BOARDING that you chose to limit catering to the point that you WILL run out shows a lack of planning, IMO."
12274,2015-02-24 07:37:21 -0800,nan,@AmericanAir Thanks for the quick response - it's appreciated!
12275,2015-02-24 07:34:40 -0800,nan,"@AmericanAir 
Thank you for responding...My laptop is in my bag and I need it for work. I am worried. The file code is UTEVGW."
12276,2015-02-24 07:34:33 -0800,nan,@AmericanAir guess that's what I get for bragging on you. I fly you by choice unlike others who fly because they don't have other options JS
12277,2015-02-24 07:34:24 -0800,nan,@AmericanAir thanks for the update
12278,2015-02-24 07:32:41 -0800,nan,@AmericanAir thanks for finally letting me get through to book my flight. Frustration  set in... #donedeal #talktoahuman
12279,2015-02-24 07:32:35 -0800,nan,@AmericanAir I guess I was one of the select few that hadn't had many problems before this and all the sudden my whole trip got jacked
12280,2015-02-24 07:31:50 -0800,nan,"Yes, and it gets disconnected due to the lack of WIFI strength “@AmericanAir: @MauererPower Have you reached out to @Gogo for help, David?”"
12281,2015-02-24 07:30:31 -0800,nan,"@AmericanAir the communications seems to be an issue too, no?"
12282,2015-02-24 07:29:36 -0800,nan,@AmericanAir Hi guys.I have 2/25 RNO-DFW tomorrow.Plane coming from DFW with bad weather in AM.should I consider Fê-route as I have connect?
12283,2015-02-24 07:25:23 -0800,nan,"@AmericanAir Traveling with my infant: Do you check the carseat for free? If so, do you provide a bag? Someone told me but wanted to confirm"
12284,2015-02-24 07:24:19 -0800,nan,@AmericanAir now we are waiting on nitrogen for the struts and the airport nozzle is not calibrated so they are trying to find another???
12285,2015-02-24 07:22:42 -0800,"[27.97575376, -82.53714356]",@AmericanAir DM me and I can explain the whole story. I should have been on an earlier flight not US1937
12286,2015-02-24 07:21:51 -0800,nan,@AmericanAir Lets hope it stays that way.Big thanks to your ground/outside crews all across the US the last month. Great FB post yesterday.
12287,2015-02-24 07:19:41 -0800,nan,"@AmericanAir 
Hello...My baggage has been lost in another city. Can anyone help me with this?"
12288,2015-02-24 07:17:56 -0800,nan,@AmericanAir my boss is :)
12289,2015-02-24 07:17:20 -0800,nan,"@AmericanAir sitting on plane in Columbus, supposed to leave an hour ago. Now the mechanic can't find a tool to service the shock absorber."
12290,2015-02-24 07:17:15 -0800,nan,"@AmericanAir Not here yet, but I plan on it. If you could have them fly low and slow right in front of me, that would be great. ;-)"
12291,2015-02-24 07:16:38 -0800,nan,@AmericanAir forgot to select my ksml on my flight to LA and it's a few minutes under the 24 hour mark. Is there any way to change it?
12292,2015-02-24 07:16:12 -0800,nan,@AmericanAir I picked the nonstop flight bc I had things to get to. Should’ve taken diff route or airline I suppose!
12293,2015-02-24 07:16:07 -0800,"[41.06938783, -73.73394372]",@AmericanAir Your response has been incredible. Truly amazed at the steps you have taken to enhance your customer relations. Big thank you 😄
12294,2015-02-24 07:15:39 -0800,nan,@AmericanAir I'll DM you.
12295,2015-02-24 07:15:34 -0800,nan,"@AmericanAir Yes, talked to them. FLL says is at central. Central says is at FLL and here we go again. I'm betting this will go 6 mths"
12296,2015-02-24 07:15:10 -0800,nan,@AmericanAir but the issue is were waiting on rampers to close the door..only to waste more fuel&amp;likely to be told we need more fuel.#cycle
12297,2015-02-24 07:14:53 -0800,nan,@AmericanAir Is there lack of communication/competition between the American and the Air by any chance?
12298,2015-02-24 07:14:25 -0800,nan,"@AmericanAir I can DM it to you, if you follow me"
12299,2015-02-24 07:14:04 -0800,"[0.0, 0.0]","@AmericanAir No, had already waited an hour for it and wanted to get home."
12300,2015-02-24 07:13:54 -0800,nan,"@AmericanAir 4285. Apparently we’re told, staff on the ground keep promising to come and they don’t."
12301,2015-02-24 07:12:53 -0800,nan,@AmericanAir over 70 days  no contact from a human or apology letter. @AmericanAir is #yucki. Read all about it soon http://t.co/9R9OmzQAVI
12302,2015-02-24 07:11:50 -0800,nan,@AmericanAir Well I'm showing I am still sitting at the gate on the plane that has not departed?
12303,2015-02-24 07:10:57 -0800,nan,@AmericanAir Thanks guys got some sleep. Hang in there DFW with bad weather.
