,LotFrontage,LotArea,Utilities,MasVnrType,MasVnrArea,HouseStyle,Heating,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,Electrical,1stFlrSF,2ndFlrSF,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,SaleType,SaleCondition,SalePrice
1105,98.0,12256,AllPub,BrkFace,362.0,2Story,GasA,Ex,TA,Av,GLQ,1032,Unf,0,SBrkr,1500,1122,2,Attchd,RFn,2,712,TA,TA,186,32,0,0,0,WD,Normal,325000
1106,114.0,10357,AllPub,None,0.0,1Story,GasA,Gd,TA,Mn,GLQ,738,Unf,0,SBrkr,1442,0,1,Attchd,Fin,2,719,TA,TA,0,244,0,0,0,WD,Normal,179900
1107,168.0,23257,AllPub,None,0.0,2Story,GasA,Ex,Gd,No,Unf,0,Unf,0,SBrkr,887,1134,1,BuiltIn,RFn,2,422,TA,TA,0,100,0,0,0,New,Partial,274725
1108,,8063,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,948,742,1,Attchd,RFn,2,463,TA,TA,100,48,0,0,0,WD,Abnorml,181000
1109,107.0,11362,AllPub,Stone,42.0,1Story,GasA,Ex,TA,Mn,GLQ,1039,Unf,0,SBrkr,1836,0,1,Attchd,Fin,3,862,TA,TA,125,185,0,0,0,WD,Normal,280000
1110,,8000,AllPub,None,0.0,2Story,GasA,Gd,TA,No,GLQ,219,Unf,0,SBrkr,773,885,1,Attchd,Fin,2,431,TA,TA,224,84,0,0,0,WD,Normal,188000
1111,80.0,10480,AllPub,BrkFace,660.0,2Story,GasA,TA,TA,No,ALQ,403,Unf,0,SBrkr,1098,866,1,Attchd,RFn,2,483,TA,TA,0,69,0,0,0,WD,Normal,205000
1112,73.0,7100,AllPub,None,0.0,1Story,GasA,TA,TA,No,GLQ,708,Unf,0,FuseA,816,0,0,Detchd,Unf,1,308,TA,TA,0,0,0,0,0,WD,Normal,129900
1113,66.0,8923,AllPub,None,0.0,1Story,GasA,TA,TA,No,BLQ,643,Unf,0,SBrkr,1008,0,0,Attchd,Unf,1,240,TA,TA,0,18,0,0,0,WD,Normal,134500
1114,90.0,5400,AllPub,None,0.0,1Story,GasA,TA,TA,No,Rec,415,Unf,0,SBrkr,833,0,0,Detchd,Unf,1,326,TA,TA,0,0,0,0,0,WD,Normal,117000
1115,93.0,12085,AllPub,Stone,328.0,1Story,GasA,Ex,TA,No,GLQ,1004,Unf,0,SBrkr,1734,0,1,Attchd,RFn,3,928,TA,TA,0,0,0,0,0,New,Partial,318000
1116,,7750,AllPub,None,0.0,SLvl,GasA,Gd,TA,No,GLQ,353,Unf,0,SBrkr,779,640,1,BuiltIn,Fin,2,527,TA,TA,120,0,0,0,0,WD,Normal,184100
1117,57.0,9764,AllPub,None,0.0,1Story,GasA,TA,TA,No,BLQ,702,Unf,0,SBrkr,894,0,0,Attchd,RFn,2,450,TA,TA,0,0,0,0,0,WD,Normal,130000
1118,85.0,13825,AllPub,None,0.0,SLvl,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,1021,580,0,BuiltIn,RFn,1,300,TA,TA,280,34,0,0,0,WD,Normal,140000
1119,70.0,7560,AllPub,None,0.0,1Story,GasA,TA,TA,No,LwQ,369,Unf,0,FuseA,1040,0,0,Attchd,RFn,1,286,TA,TA,140,0,252,0,0,WD,Normal,133700
1120,59.0,8263,AllPub,None,0.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,FuseA,1012,0,1,Detchd,Unf,1,308,TA,TA,0,22,112,0,0,WD,Normal,118400
1121,84.0,10084,AllPub,BrkFace,196.0,1Story,GasA,Gd,TA,Av,GLQ,24,Unf,0,SBrkr,1552,0,0,Attchd,RFn,3,782,TA,TA,144,20,0,0,0,New,Partial,212900
1122,,8926,AllPub,None,0.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,FuseA,960,0,0,Basment,Unf,1,288,TA,TA,64,0,0,0,160,COD,Abnorml,112000
1123,50.0,9405,AllPub,None,0.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,698,0,0,,,0,0,,,0,200,0,0,0,WD,Normal,118000
1124,,9125,AllPub,BrkFace,170.0,SLvl,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,812,670,1,Attchd,Fin,2,392,TA,TA,100,25,0,0,0,WD,Normal,163900
1125,60.0,10434,AllPub,None,0.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,1005,0,1,Detchd,Unf,2,672,Fa,Fa,0,0,0,0,0,WD,Normal,115000
1126,53.0,3684,AllPub,BrkFace,130.0,1Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1555,0,1,Attchd,Fin,3,660,TA,TA,143,20,0,0,0,WD,Normal,174000
1127,182.0,14572,AllPub,None,0.0,1Story,GasA,Gd,TA,Av,GLQ,1300,Unf,0,SBrkr,1530,0,1,Attchd,Fin,3,630,TA,TA,144,36,0,0,0,WD,Family,259000
1128,59.0,11796,AllPub,None,0.0,2Story,GasA,Gd,TA,Av,Unf,0,Unf,0,SBrkr,847,1112,1,BuiltIn,Fin,2,434,TA,TA,100,48,0,0,0,WD,Normal,215000
1129,60.0,7200,AllPub,BrkFace,180.0,SFoyer,GasA,Gd,TA,Gd,GLQ,936,Unf,0,SBrkr,936,0,0,Detchd,Unf,2,672,TA,TA,49,0,0,0,0,WD,Normal,140000
1130,65.0,7804,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,BLQ,622,Unf,0,SBrkr,1328,653,2,Detchd,Unf,2,576,TA,TA,431,44,0,0,0,WD,Normal,135000
1131,63.0,10712,AllPub,None,0.0,1Story,GasA,Gd,TA,Mn,BLQ,212,Unf,0,SBrkr,974,0,0,,,0,0,,,0,28,0,0,0,Oth,Abnorml,93500
1132,90.0,9900,AllPub,None,0.0,2Story,GasW,TA,TA,Mn,Unf,0,Unf,0,SBrkr,1178,1032,0,Detchd,Unf,1,205,Fa,TA,0,48,0,0,0,WD,Normal,117500
1133,80.0,9828,AllPub,None,0.0,2Story,GasA,Gd,TA,No,GLQ,584,Unf,0,SBrkr,1142,878,1,Attchd,RFn,2,466,TA,TA,0,155,0,0,0,WD,Normal,239500
1134,57.0,8773,AllPub,None,0.0,2Story,GasA,Gd,TA,Av,Unf,0,Unf,0,SBrkr,916,684,1,Attchd,Fin,2,460,TA,TA,100,38,0,0,0,WD,Normal,169000
1135,60.0,6180,AllPub,None,0.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,986,0,1,Detchd,Unf,1,180,TA,TA,0,128,0,0,0,WD,Normal,102000
1136,80.0,9600,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,BLQ,280,Unf,0,FuseA,1032,220,0,Attchd,Unf,1,288,TA,TA,0,0,96,0,0,WD,Abnorml,119000
1137,54.0,6342,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,780,240,0,,,0,0,,,0,0,176,0,0,WD,Normal,94000
1138,,9819,AllPub,None,0.0,1Story,GasA,TA,TA,Gd,ALQ,1567,Unf,0,SBrkr,1567,0,2,Attchd,RFn,2,714,TA,TA,264,32,0,0,0,WD,Normal,196000
1139,98.0,8731,AllPub,None,0.0,1Story,GasA,TA,TA,No,BLQ,645,Unf,0,SBrkr,1167,0,1,Detchd,Unf,2,495,TA,TA,0,0,216,0,126,WD,Normal,144000
1140,60.0,7350,AllPub,None,0.0,1Story,GasA,TA,TA,Mn,ALQ,852,Unf,0,SBrkr,952,0,0,Detchd,Unf,2,840,TA,TA,0,0,0,0,0,COD,Abnorml,139000
1141,,10304,AllPub,BrkFace,44.0,2Story,GasA,TA,TA,No,ALQ,381,Unf,0,SBrkr,1088,780,1,Attchd,Unf,2,484,TA,TA,448,96,0,0,0,WD,Normal,197500
1142,77.0,9965,AllPub,Stone,340.0,2Story,GasA,Ex,TA,Gd,GLQ,1150,Unf,0,SBrkr,1466,1362,1,BuiltIn,RFn,3,1052,TA,TA,125,144,0,0,0,New,Partial,424870
1143,,9000,AllPub,None,0.0,1Story,GasA,TA,TA,No,GLQ,288,Unf,0,SBrkr,1006,0,0,,,0,0,,,0,24,0,0,0,WD,Normal,80000
1144,60.0,12180,AllPub,None,0.0,1.5Fin,Grav,Gd,TA,No,BLQ,348,Unf,0,FuseA,672,252,0,Detchd,Unf,1,280,TA,TA,0,0,0,0,0,WD,Normal,80000
1145,52.0,6240,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,1042,534,1,Detchd,Unf,1,225,TA,TA,0,0,0,0,0,WD,Family,149000
1146,,11200,AllPub,BrkFace,85.0,1Story,GasA,Gd,TA,No,GLQ,1258,Unf,0,SBrkr,1298,0,1,Attchd,Unf,2,403,TA,TA,165,26,0,0,0,WD,Normal,180000
1147,75.0,12000,AllPub,None,0.0,2Story,GasA,TA,TA,No,Rec,275,Unf,0,SBrkr,860,704,1,Attchd,Unf,1,234,TA,TA,0,0,0,0,0,WD,Normal,174500
1148,,5700,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,572,539,1,Detchd,Unf,1,288,TA,TA,0,0,176,0,0,WD,Normal,116900
1149,50.0,9000,AllPub,None,0.0,2Story,GasA,TA,TA,No,ALQ,624,Unf,0,SBrkr,832,650,0,Detchd,Unf,2,324,TA,TA,0,0,0,0,0,WD,Normal,143000
1150,57.0,8280,AllPub,None,0.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,FuseA,932,0,1,Attchd,Unf,1,306,TA,TA,0,0,214,0,0,WD,Normal,124000
1151,134.0,17755,AllPub,BrkFace,132.0,1Story,GasA,TA,TA,No,BLQ,176,Unf,0,SBrkr,1466,0,2,Attchd,Fin,2,528,TA,TA,0,140,0,0,100,WD,Normal,149900
1152,90.0,14115,AllPub,None,0.0,1Story,GasA,TA,TA,No,ALQ,296,GLQ,547,SBrkr,1811,0,1,Attchd,Fin,2,470,TA,TA,0,0,280,0,0,WD,Abnorml,230000
1153,,5890,AllPub,None,0.0,1Story,GasA,TA,TA,Av,ALQ,538,Unf,0,SBrkr,816,0,0,Detchd,Unf,1,432,TA,TA,0,0,96,0,0,WD,Normal,120500
1154,,13700,AllPub,Stone,288.0,2Story,GasA,TA,TA,Gd,ALQ,454,Unf,0,SBrkr,902,918,2,Attchd,Unf,2,492,TA,TA,60,84,0,0,273,WD,Normal,201800
1155,90.0,10768,AllPub,None,0.0,1Story,GasA,Gd,TA,Gd,ALQ,1157,Unf,0,SBrkr,1437,0,1,Attchd,RFn,2,528,TA,TA,0,21,0,0,180,WD,Normal,218000
1156,85.0,9350,AllPub,None,0.0,SLvl,GasA,TA,TA,Gd,ALQ,633,Unf,0,SBrkr,1265,0,1,Attchd,RFn,2,502,TA,TA,0,92,0,96,0,WD,Normal,179900
1157,34.0,5001,AllPub,Stone,166.0,1Story,GasA,Gd,TA,No,GLQ,904,Unf,0,SBrkr,1314,0,1,Attchd,RFn,2,626,TA,TA,172,62,0,0,0,WD,Normal,230000
1158,92.0,11932,AllPub,Stone,186.0,1Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1580,0,0,Attchd,RFn,3,830,TA,TA,0,24,0,0,0,ConLD,Partial,235128
1159,76.0,9120,AllPub,BrkFace,270.0,2Story,GasA,TA,TA,No,ALQ,442,Unf,0,SBrkr,943,933,1,Attchd,RFn,2,540,Gd,TA,0,69,0,0,0,WD,Normal,185000
1160,24.0,2280,AllPub,None,0.0,2Story,GasA,Gd,TA,No,ALQ,311,Unf,0,SBrkr,855,601,1,Attchd,Unf,2,440,TA,TA,26,0,0,0,0,WD,Normal,146000
1161,,14778,AllPub,BrkFace,72.0,1Story,GasA,TA,TA,No,BLQ,728,Unf,0,SBrkr,1640,0,1,Detchd,Unf,2,924,TA,TA,108,0,0,216,0,WD,Normal,224000
1162,109.0,8724,AllPub,None,0.0,1Story,GasA,Gd,TA,No,BLQ,492,Unf,0,SBrkr,894,0,1,Attchd,Fin,2,450,TA,TA,0,0,0,0,0,WD,Normal,129000
1163,60.0,12900,AllPub,None,0.0,SFoyer,GasA,Gd,TA,Av,GLQ,1198,Unf,0,SBrkr,1258,0,0,CarPort,Unf,2,400,Fa,TA,120,0,0,0,0,WD,Alloca,108959
1164,,16157,AllPub,None,0.0,SLvl,GasA,Gd,TA,Gd,ALQ,680,Rec,391,SBrkr,1432,0,1,Attchd,Unf,2,588,TA,TA,168,180,0,0,0,WD,Normal,194000
1165,79.0,9541,AllPub,Stone,268.0,1Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1502,0,0,Attchd,RFn,2,644,TA,TA,0,114,0,0,0,New,Partial,233170
1166,64.0,10475,AllPub,Stone,72.0,1Story,GasA,Gd,TA,Av,Unf,0,Unf,0,SBrkr,1694,0,0,Attchd,RFn,3,776,TA,TA,160,33,0,0,0,WD,Normal,245350
1167,58.0,10852,AllPub,None,0.0,2Story,GasA,Gd,TA,No,GLQ,786,Unf,0,SBrkr,959,712,1,Attchd,Fin,2,472,TA,TA,0,38,0,0,0,WD,Normal,173000
1168,120.0,13728,AllPub,None,0.0,2Story,GasA,TA,TA,No,Rec,626,Unf,0,SBrkr,1236,872,2,Basment,Unf,2,540,TA,TA,0,0,0,0,90,WD,Normal,235000
1169,118.0,35760,AllPub,BrkFace,1378.0,2Story,GasA,Ex,TA,Gd,GLQ,1387,Unf,0,SBrkr,1831,1796,1,Attchd,Fin,3,807,TA,TA,361,76,0,0,0,WD,Normal,625000
1170,76.0,9880,AllPub,None,0.0,SLvl,GasA,TA,TA,Av,ALQ,522,Unf,0,SBrkr,1118,0,1,Attchd,Fin,1,358,TA,TA,203,0,0,0,0,WD,Normal,171000
1171,76.0,9120,AllPub,None,0.0,1Story,GasA,TA,TA,No,ALQ,662,Unf,0,SBrkr,1261,0,1,Attchd,RFn,2,433,TA,TA,0,0,0,0,288,WD,Normal,163000
1172,35.0,4017,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,625,625,0,Detchd,Fin,2,625,TA,TA,0,54,0,0,0,WD,Normal,171900
1173,138.0,18030,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,Rec,152,BLQ,469,SBrkr,1636,971,1,,,0,0,,,122,0,0,0,0,WD,Normal,200500
1174,80.0,16560,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Rec,503,Unf,0,SBrkr,1170,1175,1,Detchd,Unf,2,360,TA,TA,0,0,0,0,0,WD,Normal,239000
1175,85.0,10678,AllPub,BrkFace,337.0,1.5Fin,GasA,Gd,TA,No,GLQ,700,Unf,0,SBrkr,2129,743,1,Attchd,Fin,2,541,TA,TA,0,33,0,0,0,WD,Normal,285000
1176,37.0,6951,AllPub,None,0.0,1Story,GasA,TA,TA,No,ALQ,658,Unf,0,SBrkr,923,0,0,Attchd,Unf,1,264,TA,TA,362,0,0,0,0,WD,Normal,119500
1177,,3950,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,Rec,468,Unf,0,SBrkr,818,406,0,Detchd,Unf,1,210,TA,TA,0,0,116,0,0,WD,Normal,115000
1178,54.0,7681,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,820,523,1,Detchd,Unf,1,186,Fa,TA,192,0,102,0,0,WD,Normal,154900
1179,77.0,8335,AllPub,None,0.0,1Story,GasA,,,,,0,,0,SBrkr,1124,0,1,,,0,0,,,0,36,190,0,0,WD,Normal,93000
1180,,11170,AllPub,None,0.0,2Story,GasA,Gd,TA,No,LwQ,1216,Unf,0,SBrkr,1298,1216,0,Attchd,Fin,2,693,TA,TA,0,0,0,0,0,WD,Normal,250000
1181,64.0,5587,AllPub,Stone,186.0,1Story,GasA,Ex,TA,Gd,GLQ,1480,Unf,0,SBrkr,1652,0,1,Attchd,Fin,2,482,TA,TA,162,53,0,153,0,New,Partial,392500
1182,160.0,15623,AllPub,None,0.0,2Story,GasA,Ex,TA,Av,GLQ,2096,Unf,0,SBrkr,2411,2065,2,Attchd,Fin,3,813,TA,TA,171,78,0,0,0,WD,Abnorml,745000
1183,60.0,10800,AllPub,None,0.0,1Story,GasA,TA,TA,No,Rec,821,Unf,0,SBrkr,1130,0,1,Detchd,Unf,2,720,TA,TA,229,0,0,0,0,WD,Normal,120000
1184,50.0,35133,AllPub,BrkFace,226.0,1Story,GasA,TA,TA,Gd,Rec,1159,Unf,0,SBrkr,1572,0,2,2Types,RFn,3,995,TA,TA,0,263,0,0,263,WD,Normal,186700
1185,60.0,9738,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,BLQ,392,Unf,0,SBrkr,949,272,0,Attchd,Unf,1,392,TA,TA,0,0,236,0,0,WD,Normal,104900
1186,107.0,10615,AllPub,None,0.0,2Story,GasA,Fa,TA,Mn,BLQ,440,Unf,0,SBrkr,1014,685,0,CarPort,Unf,2,420,Fa,Fa,0,74,0,0,0,WD,Abnorml,95000
1187,89.0,12461,AllPub,None,0.0,1Story,GasA,Gd,TA,No,GLQ,1456,Unf,0,SBrkr,1624,0,1,Attchd,RFn,3,757,TA,TA,0,114,192,0,0,WD,Normal,262000
1188,68.0,8935,AllPub,BrkFace,95.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,831,829,0,Attchd,RFn,2,493,TA,TA,144,68,0,0,0,WD,Normal,195000
1189,60.0,7500,AllPub,None,0.0,2Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,1028,776,1,Attchd,Fin,2,442,TA,TA,140,60,0,0,0,WD,Normal,189000
1190,,32463,AllPub,Stone,149.0,1Story,GasA,TA,TA,Av,BLQ,1159,Unf,0,SBrkr,1622,0,1,2Types,Fin,4,1356,TA,TA,439,0,0,0,0,WD,Normal,168000
1191,24.0,2645,AllPub,BrkFace,456.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,764,677,0,Detchd,Unf,2,492,TA,TA,206,0,0,0,0,WD,Normal,174000
1192,60.0,9600,AllPub,None,0.0,1.5Fin,GasA,TA,TA,Mn,Unf,0,Unf,0,SBrkr,842,630,0,Detchd,Unf,1,250,TA,Fa,0,0,84,0,0,WD,Normal,125000
1193,,4500,AllPub,BrkFace,425.0,1Story,GasA,Ex,TA,No,GLQ,883,Unf,0,SBrkr,1224,0,0,Attchd,Fin,2,402,TA,TA,0,304,0,0,0,WD,Normal,165000
1194,80.0,9364,AllPub,Stone,143.0,2Story,GasA,TA,TA,No,ALQ,371,Unf,0,SBrkr,663,689,0,Attchd,Fin,1,299,TA,TA,379,36,0,0,0,WD,Normal,158000
1195,51.0,8029,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,728,728,0,Attchd,Fin,2,400,TA,TA,100,24,0,0,0,WD,Normal,176000
1196,58.0,14054,AllPub,None,0.0,2Story,GasA,Gd,TA,Av,Unf,0,Unf,0,SBrkr,879,984,1,BuiltIn,Fin,3,660,TA,TA,100,17,0,0,0,New,Partial,219210
1197,65.0,8850,AllPub,None,0.0,2.5Unf,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,815,875,1,Detchd,Unf,1,225,TA,TA,0,0,330,0,0,ConLw,Normal,144000
1198,70.0,9100,AllPub,None,0.0,1Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1212,0,0,Attchd,RFn,2,573,TA,TA,356,0,0,0,0,WD,Normal,178000
1199,75.0,11235,AllPub,BrkFace,51.0,1Story,GasA,TA,TA,No,Rec,547,Unf,0,SBrkr,1382,0,1,Attchd,Unf,2,459,TA,TA,0,82,0,0,0,WD,Normal,148000
1200,71.0,9353,AllPub,None,0.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,864,0,0,Attchd,Unf,1,280,TA,TA,0,0,0,0,0,Oth,Abnorml,116050
1201,80.0,10400,AllPub,None,0.0,2Story,GasA,Gd,TA,Av,Unf,0,Unf,0,SBrkr,866,913,0,Attchd,RFn,2,546,TA,TA,198,36,0,0,0,WD,Normal,197900
1202,50.0,6000,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,884,464,1,Detchd,Unf,1,216,TA,TA,0,0,208,0,0,WD,Normal,117000
1203,75.0,9750,AllPub,BrkFace,171.0,1Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1630,0,1,Attchd,Unf,2,451,TA,TA,74,234,0,0,0,WD,Normal,213000
1204,78.0,10140,AllPub,None,0.0,1Story,GasA,Gd,TA,No,ALQ,788,Unf,0,SBrkr,1074,0,0,Attchd,RFn,2,495,TA,TA,0,88,0,0,0,WD,Normal,153500
1205,90.0,14684,AllPub,BrkFace,234.0,1Story,GasA,Gd,TA,Mn,ALQ,485,BLQ,177,SBrkr,2196,0,1,Attchd,RFn,3,701,TA,TA,84,70,0,0,0,WD,Normal,271900
1206,,8900,AllPub,None,0.0,1Story,GasA,TA,TA,No,Rec,1056,Unf,0,SBrkr,1056,0,0,Detchd,Unf,1,384,TA,TA,0,42,0,0,0,WD,Normal,107000
1207,70.0,9135,AllPub,BrkFace,120.0,1Story,GasA,Gd,TA,Av,GLQ,340,Unf,0,SBrkr,1700,0,0,Attchd,RFn,2,544,TA,TA,192,23,0,0,0,WD,Normal,200000
1208,70.0,7763,AllPub,None,0.0,1Story,GasA,TA,TA,No,Rec,504,BLQ,108,SBrkr,1283,0,0,Detchd,Unf,2,506,TA,TA,0,0,0,0,0,WD,Normal,140000
1209,85.0,10182,AllPub,Stone,420.0,1Story,GasA,Ex,TA,Mn,GLQ,1220,Unf,0,SBrkr,1660,0,1,Attchd,RFn,2,500,TA,TA,322,50,0,0,0,New,Partial,290000
1210,70.0,11218,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1055,790,1,Attchd,RFn,2,462,TA,TA,635,104,0,0,0,WD,Normal,189000
1211,152.0,12134,AllPub,None,0.0,1.5Fin,GasA,Gd,TA,Av,GLQ,427,Unf,0,SBrkr,1080,672,0,Basment,RFn,2,492,TA,TA,325,12,0,0,0,WD,Normal,164000
1212,50.0,9340,AllPub,None,0.0,1Story,GasA,TA,TA,No,Rec,344,Unf,0,SBrkr,672,0,0,Attchd,Unf,1,234,TA,TA,0,113,0,0,0,WD,Normal,113000
1213,,10246,AllPub,None,0.0,SLvl,GasA,TA,Gd,Av,GLQ,648,Unf,0,SBrkr,960,0,0,Attchd,Unf,1,364,TA,TA,88,0,0,0,0,WD,Normal,145000
1214,69.0,10205,AllPub,None,0.0,SFoyer,GasA,TA,TA,Av,BLQ,784,Unf,0,SBrkr,999,0,0,Attchd,Unf,1,300,TA,TA,150,72,0,0,0,WD,Normal,134500
1215,99.0,7094,AllPub,None,0.0,1Story,GasA,TA,TA,No,Rec,180,LwQ,374,SBrkr,894,0,0,Detchd,RFn,1,384,TA,TA,0,0,0,0,0,WD,Normal,125000
1216,68.0,8930,AllPub,None,0.0,1.5Fin,GasA,,,,,0,,0,SBrkr,1318,584,0,Attchd,Unf,2,539,TA,TA,0,0,0,0,0,WD,Normal,112000
1217,72.0,8640,AllPub,Stone,72.0,1Story,GasA,Gd,TA,Mn,GLQ,936,Unf,0,SBrkr,1314,0,0,Attchd,RFn,2,552,TA,TA,135,112,0,0,0,New,Partial,229456
1218,52.0,6240,AllPub,None,0.0,1.5Fin,GasA,,,,,0,,0,SBrkr,672,240,0,,,0,0,,,0,0,0,0,0,WD,Normal,80500
1219,21.0,1680,AllPub,BrkFace,236.0,2Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,672,546,0,,,0,0,,,201,0,0,0,0,WD,Abnorml,91500
1220,66.0,7800,AllPub,None,0.0,1Story,GasA,TA,TA,No,Rec,312,LwQ,600,SBrkr,912,0,0,Attchd,Unf,1,288,TA,TA,0,0,0,0,0,WD,Abnorml,115000
1221,55.0,8250,AllPub,None,0.0,1Story,GasA,TA,TA,No,BLQ,250,LwQ,492,SBrkr,1211,0,1,Attchd,Unf,1,322,TA,TA,0,63,0,0,0,WD,Normal,134000
1222,78.0,10496,AllPub,BrkFace,320.0,1.5Fin,GasA,TA,TA,Mn,Rec,196,Unf,0,SBrkr,1168,678,1,Attchd,Unf,1,315,TA,TA,0,0,0,0,0,WD,Normal,143000
1223,89.0,10680,AllPub,BrkFace,44.0,1Story,GasA,TA,Fa,No,LwQ,756,Unf,0,FuseA,2136,0,0,Detchd,Unf,2,528,TA,TA,0,30,0,0,0,WD,Normal,137900
1224,60.0,15384,AllPub,None,0.0,2Story,GasA,Gd,TA,Av,GLQ,724,Unf,0,SBrkr,788,702,1,Attchd,Fin,2,388,TA,TA,100,75,0,0,0,WD,Normal,184000
1225,65.0,10482,AllPub,BrkFace,63.0,SLvl,GasA,TA,TA,Av,GLQ,507,Unf,0,SBrkr,1138,0,0,Attchd,RFn,1,264,TA,TA,224,0,0,0,0,WD,Normal,145000
1226,86.0,14598,AllPub,Stone,74.0,2Story,GasA,Gd,TA,Mn,Unf,0,Unf,0,SBrkr,894,1039,1,BuiltIn,Fin,3,668,TA,TA,100,18,0,0,0,WD,Normal,214000
1227,72.0,8872,AllPub,BrkFace,300.0,1Story,GasA,TA,TA,No,ALQ,595,Unf,0,SBrkr,912,0,0,Detchd,Unf,2,576,TA,TA,0,240,0,0,0,WD,Normal,147000
1228,65.0,8769,AllPub,BrkFace,766.0,1Story,GasA,Ex,TA,No,GLQ,1540,Unf,0,SBrkr,1702,0,1,Attchd,Fin,3,1052,TA,TA,0,72,0,0,224,New,Partial,367294
1229,70.0,7910,AllPub,None,0.0,SLvl,GasA,TA,TA,No,ALQ,666,Unf,0,SBrkr,1507,0,0,Basment,Unf,1,404,TA,TA,0,0,0,0,0,WD,Normal,127000
1230,,18890,AllPub,None,1.0,1.5Fin,GasA,Gd,TA,No,GLQ,498,Rec,211,SBrkr,1361,1259,1,BuiltIn,RFn,2,600,TA,TA,155,24,145,0,0,WD,Normal,190000
1231,70.0,7728,AllPub,BrkFace,120.0,SLvl,GasA,TA,TA,Av,ALQ,803,Unf,0,SBrkr,1190,0,0,Attchd,Unf,2,540,TA,TA,0,18,0,0,0,WD,Normal,132500
1232,70.0,9842,AllPub,None,0.0,1Story,GasA,,,,,0,,0,SBrkr,1224,0,0,CarPort,Unf,2,462,TA,TA,0,0,0,0,0,WD,Normal,101800
1233,,12160,AllPub,BrkFace,180.0,1Story,GasA,TA,TA,No,Rec,1000,Unf,0,SBrkr,1188,0,0,Attchd,RFn,2,531,TA,TA,0,0,0,0,0,COD,Abnorml,142000
1234,55.0,8525,AllPub,None,0.0,2Story,GasA,TA,TA,Av,Unf,0,Unf,0,FuseA,1024,940,0,,,0,0,,,0,192,0,0,0,WD,Abnorml,130000
1235,96.0,13132,AllPub,None,0.0,2Story,GasA,Gd,TA,Mn,Unf,0,Unf,0,FuseF,892,892,0,Detchd,Unf,1,180,Fa,Fa,203,40,0,0,0,WD,Normal,138887
1236,36.0,2628,AllPub,Stone,106.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,764,862,0,BuiltIn,RFn,2,474,TA,TA,0,27,0,0,0,WD,Normal,175500
1237,41.0,12393,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,847,1101,1,BuiltIn,Fin,2,434,TA,TA,100,48,0,0,0,WD,Normal,195000
